id	original_sentence	auxiliary_sentence	label
2927	location - 2 / location - 1 is the traditional going out area	what do you think of the safety of location - 1 ?	None
2927	location - 2 / location - 1 is the traditional going out area	what do you think of the transit location of location - 1 ?	None
2928	location - 2 and location - 1 are not too bad either	what do you think of the general of location - 1 ?	Positive
2928	location - 2 and location - 1 are not too bad either	what do you think of the price of location - 1 ?	None
2928	location - 2 and location - 1 are not too bad either	what do you think of the safety of location - 1 ?	None
2928	location - 2 and location - 1 are not too bad either	what do you think of the transit location of location - 1 ?	None
2929	try location - 1 ( cheap accomopdation+food ) avoid location - 2 ( not safe for night travels )	what do you think of the general of location - 1 ?	Positive
2929	try location - 1 ( cheap accomopdation+food ) avoid location - 2 ( not safe for night travels )	what do you think of the price of location - 1 ?	Positive
2929	try location - 1 ( cheap accomopdation+food ) avoid location - 2 ( not safe for night travels )	what do you think of the safety of location - 1 ?	None
2929	try location - 1 ( cheap accomopdation+food ) avoid location - 2 ( not safe for night travels )	what do you think of the transit location of location - 1 ?	None
2930	i think pretty much most places in location - 1 are safe although location - 2 is sometimes a bit dodgy	what do you think of the general of location - 1 ?	None
2930	i think pretty much most places in location - 1 are safe although location - 2 is sometimes a bit dodgy	what do you think of the price of location - 1 ?	None
2930	i think pretty much most places in location - 1 are safe although location - 2 is sometimes a bit dodgy	what do you think of the safety of location - 1 ?	Positive
2930	i think pretty much most places in location - 1 are safe although location - 2 is sometimes a bit dodgy	what do you think of the transit location of location - 1 ?	None
2931	the location - 1 is massively varied and goes between areas you would not enter at night to other areas where houses coost a million i advise you to get a rental agent it is not a good area , location - 2 in general can be quite rough	what do you think of the general of location - 1 ?	None
2931	the location - 1 is massively varied and goes between areas you would not enter at night to other areas where houses coost a million i advise you to get a rental agent it is not a good area , location - 2 in general can be quite rough	what do you think of the price of location - 1 ?	Negative
2931	the location - 1 is massively varied and goes between areas you would not enter at night to other areas where houses coost a million i advise you to get a rental agent it is not a good area , location - 2 in general can be quite rough	what do you think of the safety of location - 1 ?	Negative
2931	the location - 1 is massively varied and goes between areas you would not enter at night to other areas where houses coost a million i advise you to get a rental agent it is not a good area , location - 2 in general can be quite rough	what do you think of the transit location of location - 1 ?	None
2932	really nice area is location - 2 or location - 1	what do you think of the general of location - 1 ?	Positive
2932	really nice area is location - 2 or location - 1	what do you think of the price of location - 1 ?	None
2932	really nice area is location - 2 or location - 1	what do you think of the safety of location - 1 ?	None
2932	really nice area is location - 2 or location - 1	what do you think of the transit location of location - 1 ?	None
2933	the mainline train from location - 1 only takes about 23 minutes to reach location - 2 in central london	what do you think of the general of location - 1 ?	None
2933	the mainline train from location - 1 only takes about 23 minutes to reach location - 2 in central london	what do you think of the price of location - 1 ?	None
2933	the mainline train from location - 1 only takes about 23 minutes to reach location - 2 in central london	what do you think of the safety of location - 1 ?	None
2933	the mainline train from location - 1 only takes about 23 minutes to reach location - 2 in central london	what do you think of the transit location of location - 1 ?	Positive
2934	i got my flat broken into in location - 1 but never in location - 2 area	what do you think of the general of location - 1 ?	None
2934	i got my flat broken into in location - 1 but never in location - 2 area	what do you think of the price of location - 1 ?	None
2934	i got my flat broken into in location - 1 but never in location - 2 area	what do you think of the safety of location - 1 ?	Negative
2934	i got my flat broken into in location - 1 but never in location - 2 area	what do you think of the transit location of location - 1 ?	None
2935	anywhere but location - 1 or location - 2	what do you think of the general of location - 1 ?	Negative
2935	anywhere but location - 1 or location - 2	what do you think of the price of location - 1 ?	None
2935	anywhere but location - 1 or location - 2	what do you think of the safety of location - 1 ?	None
2935	anywhere but location - 1 or location - 2	what do you think of the transit location of location - 1 ?	None
2936	location - 2 is not as expensive as location - 1 , but is still just as nice	what do you think of the general of location - 1 ?	Positive
2936	location - 2 is not as expensive as location - 1 , but is still just as nice	what do you think of the price of location - 1 ?	None
2936	location - 2 is not as expensive as location - 1 , but is still just as nice	what do you think of the safety of location - 1 ?	None
2936	location - 2 is not as expensive as location - 1 , but is still just as nice	what do you think of the transit location of location - 1 ?	None
2937	location - 2 and that general location - 1 area is largely full of cockneys , immigrants and chavs	what do you think of the general of location - 1 ?	None
2937	location - 2 and that general location - 1 area is largely full of cockneys , immigrants and chavs	what do you think of the price of location - 1 ?	None
2937	location - 2 and that general location - 1 area is largely full of cockneys , immigrants and chavs	what do you think of the safety of location - 1 ?	None
2937	location - 2 and that general location - 1 area is largely full of cockneys , immigrants and chavs	what do you think of the transit location of location - 1 ?	None
2938	, location - 2 and location - 1 might be good for you	what do you think of the general of location - 1 ?	Positive
2938	, location - 2 and location - 1 might be good for you	what do you think of the price of location - 1 ?	None
2938	, location - 2 and location - 1 might be good for you	what do you think of the safety of location - 1 ?	None
2938	, location - 2 and location - 1 might be good for you	what do you think of the transit location of location - 1 ?	None
2939	you can get a young `` professional ' '  studio flat for 150k in a less salubrious part of town , and you can get a nice large place for 1.5 million in location - 2 , and 15 million overlooking location - 1	what do you think of the general of location - 1 ?	None
2939	you can get a young `` professional ' '  studio flat for 150k in a less salubrious part of town , and you can get a nice large place for 1.5 million in location - 2 , and 15 million overlooking location - 1	what do you think of the price of location - 1 ?	Negative
2939	you can get a young `` professional ' '  studio flat for 150k in a less salubrious part of town , and you can get a nice large place for 1.5 million in location - 2 , and 15 million overlooking location - 1	what do you think of the safety of location - 1 ?	None
2939	you can get a young `` professional ' '  studio flat for 150k in a less salubrious part of town , and you can get a nice large place for 1.5 million in location - 2 , and 15 million overlooking location - 1	what do you think of the transit location of location - 1 ?	None
2940	alternatively try location - 1 / location - 2 ( loads of bars and restaurants )	what do you think of the general of location - 1 ?	None
2940	alternatively try location - 1 / location - 2 ( loads of bars and restaurants )	what do you think of the price of location - 1 ?	None
2940	alternatively try location - 1 / location - 2 ( loads of bars and restaurants )	what do you think of the safety of location - 1 ?	None
2940	alternatively try location - 1 / location - 2 ( loads of bars and restaurants )	what do you think of the transit location of location - 1 ?	None
2941	location - 2 and location - 1 would be my top two choices	what do you think of the general of location - 1 ?	Positive
2941	location - 2 and location - 1 would be my top two choices	what do you think of the price of location - 1 ?	None
2941	location - 2 and location - 1 would be my top two choices	what do you think of the safety of location - 1 ?	None
2941	location - 2 and location - 1 would be my top two choices	what do you think of the transit location of location - 1 ?	None
2942	location - 2 and location - 1 are very nice and also expensive but perhaps on the fringes of these would be worth a look	what do you think of the general of location - 1 ?	Positive
2942	location - 2 and location - 1 are very nice and also expensive but perhaps on the fringes of these would be worth a look	what do you think of the price of location - 1 ?	Negative
2942	location - 2 and location - 1 are very nice and also expensive but perhaps on the fringes of these would be worth a look	what do you think of the safety of location - 1 ?	None
2942	location - 2 and location - 1 are very nice and also expensive but perhaps on the fringes of these would be worth a look	what do you think of the transit location of location - 1 ?	None
2943	location - 1 is very close to the large number of bars/clubs in location - 2 and also has a few interesting drinking places itself	what do you think of the general of location - 1 ?	None
2943	location - 1 is very close to the large number of bars/clubs in location - 2 and also has a few interesting drinking places itself	what do you think of the price of location - 1 ?	None
2943	location - 1 is very close to the large number of bars/clubs in location - 2 and also has a few interesting drinking places itself	what do you think of the safety of location - 1 ?	None
2943	location - 1 is very close to the large number of bars/clubs in location - 2 and also has a few interesting drinking places itself	what do you think of the transit location of location - 1 ?	Positive
2944	good luck i would suggest looking at location - 1 or location - 2	what do you think of the general of location - 1 ?	Positive
2944	good luck i would suggest looking at location - 1 or location - 2	what do you think of the price of location - 1 ?	None
2944	good luck i would suggest looking at location - 1 or location - 2	what do you think of the safety of location - 1 ?	None
2944	good luck i would suggest looking at location - 1 or location - 2	what do you think of the transit location of location - 1 ?	None
2945	location - 2/location - 1 has some good clubs and very late bars	what do you think of the general of location - 1 ?	None
2945	location - 2/location - 1 has some good clubs and very late bars	what do you think of the price of location - 1 ?	None
2945	location - 2/location - 1 has some good clubs and very late bars	what do you think of the safety of location - 1 ?	None
2945	location - 2/location - 1 has some good clubs and very late bars	what do you think of the transit location of location - 1 ?	None
2946	location - 1 and location - 2 are probably your best bet	what do you think of the general of location - 1 ?	Positive
2946	location - 1 and location - 2 are probably your best bet	what do you think of the price of location - 1 ?	None
2946	location - 1 and location - 2 are probably your best bet	what do you think of the safety of location - 1 ?	None
2946	location - 1 and location - 2 are probably your best bet	what do you think of the transit location of location - 1 ?	None
2947	location - 2 is a nice area , i know someone who lives there and has raised 3 kids there and she has no complaints but she likes to go over to location - 1 for nightlife	what do you think of the general of location - 1 ?	None
2947	location - 2 is a nice area , i know someone who lives there and has raised 3 kids there and she has no complaints but she likes to go over to location - 1 for nightlife	what do you think of the price of location - 1 ?	None
2947	location - 2 is a nice area , i know someone who lives there and has raised 3 kids there and she has no complaints but she likes to go over to location - 1 for nightlife	what do you think of the safety of location - 1 ?	None
2947	location - 2 is a nice area , i know someone who lives there and has raised 3 kids there and she has no complaints but she likes to go over to location - 1 for nightlife	what do you think of the transit location of location - 1 ?	None
2948	location - 2 is a jewish area , as is location - 1 which is right next to it	what do you think of the general of location - 1 ?	None
2948	location - 2 is a jewish area , as is location - 1 which is right next to it	what do you think of the price of location - 1 ?	None
2948	location - 2 is a jewish area , as is location - 1 which is right next to it	what do you think of the safety of location - 1 ?	None
2948	location - 2 is a jewish area , as is location - 1 which is right next to it	what do you think of the transit location of location - 1 ?	None
2950	i think location - 1 or even location - 2 are much better	what do you think of the general of location - 1 ?	Positive
2950	i think location - 1 or even location - 2 are much better	what do you think of the price of location - 1 ?	None
2950	i think location - 1 or even location - 2 are much better	what do you think of the safety of location - 1 ?	None
2950	i think location - 1 or even location - 2 are much better	what do you think of the transit location of location - 1 ?	None
2951	if you r willing to move to south west , location - 2 is nice and cheap or location - 1 near location - 2	what do you think of the general of location - 1 ?	Positive
2951	if you r willing to move to south west , location - 2 is nice and cheap or location - 1 near location - 2	what do you think of the price of location - 1 ?	Positive
2951	if you r willing to move to south west , location - 2 is nice and cheap or location - 1 near location - 2	what do you think of the safety of location - 1 ?	None
2951	if you r willing to move to south west , location - 2 is nice and cheap or location - 1 near location - 2	what do you think of the transit location of location - 1 ?	None
2952	yes the safest parts are location - 1 and location - 2	what do you think of the general of location - 1 ?	None
2952	yes the safest parts are location - 1 and location - 2	what do you think of the price of location - 1 ?	None
2952	yes the safest parts are location - 1 and location - 2	what do you think of the safety of location - 1 ?	Positive
2952	yes the safest parts are location - 1 and location - 2	what do you think of the transit location of location - 1 ?	None
2953	you are as likely to get mugged or attacked in location - 1 as in location - 2	what do you think of the general of location - 1 ?	None
2953	you are as likely to get mugged or attacked in location - 1 as in location - 2	what do you think of the price of location - 1 ?	None
2953	you are as likely to get mugged or attacked in location - 1 as in location - 2	what do you think of the safety of location - 1 ?	Negative
2953	you are as likely to get mugged or attacked in location - 1 as in location - 2	what do you think of the transit location of location - 1 ?	None
2954	well i ' ve never lived anywhere quite as trendy as location - 2 but i live in location - 1 now which is really friendly and really clean	what do you think of the general of location - 1 ?	Positive
2954	well i ' ve never lived anywhere quite as trendy as location - 2 but i live in location - 1 now which is really friendly and really clean	what do you think of the price of location - 1 ?	None
2954	well i ' ve never lived anywhere quite as trendy as location - 2 but i live in location - 1 now which is really friendly and really clean	what do you think of the safety of location - 1 ?	None
2954	well i ' ve never lived anywhere quite as trendy as location - 2 but i live in location - 1 now which is really friendly and really clean	what do you think of the transit location of location - 1 ?	None
2955	lots of places to go out and easy to get around town from location - 2 and location - 1 are both good	what do you think of the general of location - 1 ?	Positive
2955	lots of places to go out and easy to get around town from location - 2 and location - 1 are both good	what do you think of the price of location - 1 ?	None
2955	lots of places to go out and easy to get around town from location - 2 and location - 1 are both good	what do you think of the safety of location - 1 ?	None
2955	lots of places to go out and easy to get around town from location - 2 and location - 1 are both good	what do you think of the transit location of location - 1 ?	Positive
2956	location - 2 and location - 1 are great too	what do you think of the general of location - 1 ?	Positive
2956	location - 2 and location - 1 are great too	what do you think of the price of location - 1 ?	None
2956	location - 2 and location - 1 are great too	what do you think of the safety of location - 1 ?	None
2956	location - 2 and location - 1 are great too	what do you think of the transit location of location - 1 ?	None
2957	i ' ve always liked location - 1 and location - 2 meself , hon	what do you think of the general of location - 1 ?	Positive
2957	i ' ve always liked location - 1 and location - 2 meself , hon	what do you think of the price of location - 1 ?	None
2957	i ' ve always liked location - 1 and location - 2 meself , hon	what do you think of the safety of location - 1 ?	None
2957	i ' ve always liked location - 1 and location - 2 meself , hon	what do you think of the transit location of location - 1 ?	None
2958	i reccomend that you look for somewhere in location - 2 or in location - 1	what do you think of the general of location - 1 ?	Positive
2958	i reccomend that you look for somewhere in location - 2 or in location - 1	what do you think of the price of location - 1 ?	None
2958	i reccomend that you look for somewhere in location - 2 or in location - 1	what do you think of the safety of location - 1 ?	None
2958	i reccomend that you look for somewhere in location - 2 or in location - 1	what do you think of the transit location of location - 1 ?	None
2959	location - 1 / location - 2 area is lovely , my brother lives there with his wife and two young children and they ' re very happy	what do you think of the general of location - 1 ?	Positive
2959	location - 1 / location - 2 area is lovely , my brother lives there with his wife and two young children and they ' re very happy	what do you think of the price of location - 1 ?	None
2959	location - 1 / location - 2 area is lovely , my brother lives there with his wife and two young children and they ' re very happy	what do you think of the safety of location - 1 ?	None
2959	location - 1 / location - 2 area is lovely , my brother lives there with his wife and two young children and they ' re very happy	what do you think of the transit location of location - 1 ?	None
2960	location - 2 is nice too , or you could try location - 1 which is about 15 mins from the centre of london	what do you think of the general of location - 1 ?	None
2960	location - 2 is nice too , or you could try location - 1 which is about 15 mins from the centre of london	what do you think of the price of location - 1 ?	None
2960	location - 2 is nice too , or you could try location - 1 which is about 15 mins from the centre of london	what do you think of the safety of location - 1 ?	None
2960	location - 2 is nice too , or you could try location - 1 which is about 15 mins from the centre of london	what do you think of the transit location of location - 1 ?	Positive
2961	location - 2 and location - 1 are supposed to be the best places for turkish food in london , thanks to the large communities now living in these areas	what do you think of the general of location - 1 ?	None
2961	location - 2 and location - 1 are supposed to be the best places for turkish food in london , thanks to the large communities now living in these areas	what do you think of the price of location - 1 ?	None
2961	location - 2 and location - 1 are supposed to be the best places for turkish food in london , thanks to the large communities now living in these areas	what do you think of the safety of location - 1 ?	None
2961	location - 2 and location - 1 are supposed to be the best places for turkish food in london , thanks to the large communities now living in these areas	what do you think of the transit location of location - 1 ?	None
2962	i must say though , if you want some really nice south of the thames , check out location - 2 and location - 1	what do you think of the general of location - 1 ?	Positive
2962	i must say though , if you want some really nice south of the thames , check out location - 2 and location - 1	what do you think of the price of location - 1 ?	None
2962	i must say though , if you want some really nice south of the thames , check out location - 2 and location - 1	what do you think of the safety of location - 1 ?	None
2962	i must say though , if you want some really nice south of the thames , check out location - 2 and location - 1	what do you think of the transit location of location - 1 ?	None
2963	you will take either the northern line towards location - 2 or the northern line towards location - 1 station	what do you think of the general of location - 1 ?	None
2963	you will take either the northern line towards location - 2 or the northern line towards location - 1 station	what do you think of the price of location - 1 ?	None
2963	you will take either the northern line towards location - 2 or the northern line towards location - 1 station	what do you think of the safety of location - 1 ?	None
2963	you will take either the northern line towards location - 2 or the northern line towards location - 1 station	what do you think of the transit location of location - 1 ?	Positive
2964	location - 1 and location - 2 are the arty areas with lots of bands and night clubs	what do you think of the general of location - 1 ?	None
2964	location - 1 and location - 2 are the arty areas with lots of bands and night clubs	what do you think of the price of location - 1 ?	None
2964	location - 1 and location - 2 are the arty areas with lots of bands and night clubs	what do you think of the safety of location - 1 ?	None
2964	location - 1 and location - 2 are the arty areas with lots of bands and night clubs	what do you think of the transit location of location - 1 ?	None
2965	you could try living in towns like location - 2 or location - 1	what do you think of the general of location - 1 ?	None
2965	you could try living in towns like location - 2 or location - 1	what do you think of the price of location - 1 ?	None
2965	you could try living in towns like location - 2 or location - 1	what do you think of the safety of location - 1 ?	None
2965	you could try living in towns like location - 2 or location - 1	what do you think of the transit location of location - 1 ?	None
2966	if you scoot across a little way to location - 1 it ' s nice but location - 2 itself is pretty rough	what do you think of the general of location - 1 ?	Positive
2966	if you scoot across a little way to location - 1 it ' s nice but location - 2 itself is pretty rough	what do you think of the price of location - 1 ?	None
2966	if you scoot across a little way to location - 1 it ' s nice but location - 2 itself is pretty rough	what do you think of the safety of location - 1 ?	None
2966	if you scoot across a little way to location - 1 it ' s nice but location - 2 itself is pretty rough	what do you think of the transit location of location - 1 ?	None
2967	i was in the location - 1/location - 2 area this summer and i thought it looked like a perfect place to live	what do you think of the general of location - 1 ?	None
2967	i was in the location - 1/location - 2 area this summer and i thought it looked like a perfect place to live	what do you think of the price of location - 1 ?	None
2967	i was in the location - 1/location - 2 area this summer and i thought it looked like a perfect place to live	what do you think of the safety of location - 1 ?	None
2967	i was in the location - 1/location - 2 area this summer and i thought it looked like a perfect place to live	what do you think of the transit location of location - 1 ?	None
2968	location - 2 is nice family area , location - 1 is also lovely ( it is near hampton court ) you ca n' t really pick areas of london that are ` safe '  all the time	what do you think of the general of location - 1 ?	Positive
2968	location - 2 is nice family area , location - 1 is also lovely ( it is near hampton court ) you ca n' t really pick areas of london that are ` safe '  all the time	what do you think of the price of location - 1 ?	None
2968	location - 2 is nice family area , location - 1 is also lovely ( it is near hampton court ) you ca n' t really pick areas of london that are ` safe '  all the time	what do you think of the safety of location - 1 ?	None
2968	location - 2 is nice family area , location - 1 is also lovely ( it is near hampton court ) you ca n' t really pick areas of london that are ` safe '  all the time	what do you think of the transit location of location - 1 ?	None
2969	location - 2 is fine , not much happens there , location - 1 is sw london is better in every conceivable way	what do you think of the general of location - 1 ?	Positive
2969	location - 2 is fine , not much happens there , location - 1 is sw london is better in every conceivable way	what do you think of the price of location - 1 ?	None
2969	location - 2 is fine , not much happens there , location - 1 is sw london is better in every conceivable way	what do you think of the safety of location - 1 ?	None
2969	location - 2 is fine , not much happens there , location - 1 is sw london is better in every conceivable way	what do you think of the transit location of location - 1 ?	None
2970	location - 2 is not well served by the tube , location - 1 has most of the tube stations	what do you think of the general of location - 1 ?	None
2970	location - 2 is not well served by the tube , location - 1 has most of the tube stations	what do you think of the price of location - 1 ?	None
2970	location - 2 is not well served by the tube , location - 1 has most of the tube stations	what do you think of the safety of location - 1 ?	None
2970	location - 2 is not well served by the tube , location - 1 has most of the tube stations	what do you think of the transit location of location - 1 ?	Positive
2971	location - 2/location - 1 - very nice area , pretty upmarket and popular with celebrities	what do you think of the general of location - 1 ?	Positive
2971	location - 2/location - 1 - very nice area , pretty upmarket and popular with celebrities	what do you think of the price of location - 1 ?	None
2971	location - 2/location - 1 - very nice area , pretty upmarket and popular with celebrities	what do you think of the safety of location - 1 ?	None
2971	location - 2/location - 1 - very nice area , pretty upmarket and popular with celebrities	what do you think of the transit location of location - 1 ?	None
2972	location - 1 is cheap in places , as is location - 2	what do you think of the general of location - 1 ?	None
2972	location - 1 is cheap in places , as is location - 2	what do you think of the price of location - 1 ?	Positive
2972	location - 1 is cheap in places , as is location - 2	what do you think of the safety of location - 1 ?	None
2972	location - 1 is cheap in places , as is location - 2	what do you think of the transit location of location - 1 ?	None
2973	location - 1 and location - 2 ( where i live ) is a really posh area , there ' s even a tv show on it	what do you think of the general of location - 1 ?	None
2973	location - 1 and location - 2 ( where i live ) is a really posh area , there ' s even a tv show on it	what do you think of the price of location - 1 ?	Negative
2973	location - 1 and location - 2 ( where i live ) is a really posh area , there ' s even a tv show on it	what do you think of the safety of location - 1 ?	None
2973	location - 1 and location - 2 ( where i live ) is a really posh area , there ' s even a tv show on it	what do you think of the transit location of location - 1 ?	None
2974	i would like to live in location - 1 and location - 2	what do you think of the general of location - 1 ?	None
2974	i would like to live in location - 1 and location - 2	what do you think of the price of location - 1 ?	None
2974	i would like to live in location - 1 and location - 2	what do you think of the safety of location - 1 ?	None
2974	i would like to live in location - 1 and location - 2	what do you think of the transit location of location - 1 ?	None
2975	based on my research so far , location - 2/location - 1 sounds like a nice place to live ( value for money , reasonably safe , some bars and cafes )	what do you think of the general of location - 1 ?	None
2975	based on my research so far , location - 2/location - 1 sounds like a nice place to live ( value for money , reasonably safe , some bars and cafes )	what do you think of the price of location - 1 ?	Positive
2975	based on my research so far , location - 2/location - 1 sounds like a nice place to live ( value for money , reasonably safe , some bars and cafes )	what do you think of the safety of location - 1 ?	Positive
2975	based on my research so far , location - 2/location - 1 sounds like a nice place to live ( value for money , reasonably safe , some bars and cafes )	what do you think of the transit location of location - 1 ?	None
2976	location - 2 / location - 1 has many dance bars , virtually one after another up upper street and essex road	what do you think of the general of location - 1 ?	None
2976	location - 2 / location - 1 has many dance bars , virtually one after another up upper street and essex road	what do you think of the price of location - 1 ?	None
2976	location - 2 / location - 1 has many dance bars , virtually one after another up upper street and essex road	what do you think of the safety of location - 1 ?	None
2976	location - 2 / location - 1 has many dance bars , virtually one after another up upper street and essex road	what do you think of the transit location of location - 1 ?	None
2977	the chinese lived mostly in location - 1 in those days they , congregate in location - 2 , which used to be the stronghold of the italians	what do you think of the general of location - 1 ?	None
2977	the chinese lived mostly in location - 1 in those days they , congregate in location - 2 , which used to be the stronghold of the italians	what do you think of the price of location - 1 ?	None
2977	the chinese lived mostly in location - 1 in those days they , congregate in location - 2 , which used to be the stronghold of the italians	what do you think of the safety of location - 1 ?	None
2977	the chinese lived mostly in location - 1 in those days they , congregate in location - 2 , which used to be the stronghold of the italians	what do you think of the transit location of location - 1 ?	None
2978	i would recommend location - 2 or location - 1	what do you think of the general of location - 1 ?	Positive
2978	i would recommend location - 2 or location - 1	what do you think of the price of location - 1 ?	None
2978	i would recommend location - 2 or location - 1	what do you think of the safety of location - 1 ?	None
2978	i would recommend location - 2 or location - 1	what do you think of the transit location of location - 1 ?	None
2979	i would say somewhere like location - 1 or location - 2	what do you think of the general of location - 1 ?	Positive
2979	i would say somewhere like location - 1 or location - 2	what do you think of the price of location - 1 ?	None
2979	i would say somewhere like location - 1 or location - 2	what do you think of the safety of location - 1 ?	None
2979	i would say somewhere like location - 1 or location - 2	what do you think of the transit location of location - 1 ?	None
2980	you should live in location - 1 or live in location - 2	what do you think of the general of location - 1 ?	None
2980	you should live in location - 1 or live in location - 2	what do you think of the price of location - 1 ?	None
2980	you should live in location - 1 or live in location - 2	what do you think of the safety of location - 1 ?	None
2980	you should live in location - 1 or live in location - 2	what do you think of the transit location of location - 1 ?	None
2981	or you could live somewhere which is up and coming like location - 1 or location - 2	what do you think of the general of location - 1 ?	Positive
2981	or you could live somewhere which is up and coming like location - 1 or location - 2	what do you think of the price of location - 1 ?	None
2981	or you could live somewhere which is up and coming like location - 1 or location - 2	what do you think of the safety of location - 1 ?	None
2981	or you could live somewhere which is up and coming like location - 1 or location - 2	what do you think of the transit location of location - 1 ?	None
2982	i think location - 2 and location - 1 are pretty much no-go areas in essex	what do you think of the general of location - 1 ?	Negative
2982	i think location - 2 and location - 1 are pretty much no-go areas in essex	what do you think of the price of location - 1 ?	None
2982	i think location - 2 and location - 1 are pretty much no-go areas in essex	what do you think of the safety of location - 1 ?	None
2982	i think location - 2 and location - 1 are pretty much no-go areas in essex	what do you think of the transit location of location - 1 ?	None
2983	all in all i think either location - 2 or location - 1 are the worst areas i ' ve ever been in the east end of london	what do you think of the general of location - 1 ?	Negative
2983	all in all i think either location - 2 or location - 1 are the worst areas i ' ve ever been in the east end of london	what do you think of the price of location - 1 ?	None
2983	all in all i think either location - 2 or location - 1 are the worst areas i ' ve ever been in the east end of london	what do you think of the safety of location - 1 ?	None
2983	all in all i think either location - 2 or location - 1 are the worst areas i ' ve ever been in the east end of london	what do you think of the transit location of location - 1 ?	None
2984	parts of location - 2 and location - 1 are poor areas and i ' m not willing to go there	what do you think of the general of location - 1 ?	Negative
2984	parts of location - 2 and location - 1 are poor areas and i ' m not willing to go there	what do you think of the price of location - 1 ?	None
2984	parts of location - 2 and location - 1 are poor areas and i ' m not willing to go there	what do you think of the safety of location - 1 ?	None
2984	parts of location - 2 and location - 1 are poor areas and i ' m not willing to go there	what do you think of the transit location of location - 1 ?	None
2985	location - 2 is risky and location - 1 is the place of punk so dont go over there	what do you think of the general of location - 1 ?	Negative
2985	location - 2 is risky and location - 1 is the place of punk so dont go over there	what do you think of the price of location - 1 ?	None
2985	location - 2 is risky and location - 1 is the place of punk so dont go over there	what do you think of the safety of location - 1 ?	None
2985	location - 2 is risky and location - 1 is the place of punk so dont go over there	what do you think of the transit location of location - 1 ?	None
2987	location - 1 , location - 2 fast becoming the hot-spot for aussies and kiwis working in london	what do you think of the general of location - 1 ?	None
2987	location - 1 , location - 2 fast becoming the hot-spot for aussies and kiwis working in london	what do you think of the price of location - 1 ?	None
2987	location - 1 , location - 2 fast becoming the hot-spot for aussies and kiwis working in london	what do you think of the safety of location - 1 ?	None
2987	location - 1 , location - 2 fast becoming the hot-spot for aussies and kiwis working in london	what do you think of the transit location of location - 1 ?	None
2988	if you need a less costly place , look at the area around location - 2 on the location - 1	what do you think of the general of location - 1 ?	None
2988	if you need a less costly place , look at the area around location - 2 on the location - 1	what do you think of the price of location - 1 ?	Positive
2988	if you need a less costly place , look at the area around location - 2 on the location - 1	what do you think of the safety of location - 1 ?	None
2988	if you need a less costly place , look at the area around location - 2 on the location - 1	what do you think of the transit location of location - 1 ?	None
2990	location - 2 and location - 1 are better provided with open space and less subject to traffic and airliner noise nuisance	what do you think of the general of location - 1 ?	None
2990	location - 2 and location - 1 are better provided with open space and less subject to traffic and airliner noise nuisance	what do you think of the price of location - 1 ?	None
2990	location - 2 and location - 1 are better provided with open space and less subject to traffic and airliner noise nuisance	what do you think of the safety of location - 1 ?	None
2990	location - 2 and location - 1 are better provided with open space and less subject to traffic and airliner noise nuisance	what do you think of the transit location of location - 1 ?	None
2991	i also went to see some flats in cheaper areas such as location - 1 and location - 2 - biggest dumps i ' ve ever seen and very ghetto '  y feel	what do you think of the general of location - 1 ?	Negative
2991	i also went to see some flats in cheaper areas such as location - 1 and location - 2 - biggest dumps i ' ve ever seen and very ghetto '  y feel	what do you think of the price of location - 1 ?	Positive
2991	i also went to see some flats in cheaper areas such as location - 1 and location - 2 - biggest dumps i ' ve ever seen and very ghetto '  y feel	what do you think of the safety of location - 1 ?	None
2991	i also went to see some flats in cheaper areas such as location - 1 and location - 2 - biggest dumps i ' ve ever seen and very ghetto '  y feel	what do you think of the transit location of location - 1 ?	None
2992	frankly i ' m not a fan of location - 1 - though location - 2 is always a good option , with excellent local schools and wonderful shopping	what do you think of the general of location - 1 ?	Negative
2992	frankly i ' m not a fan of location - 1 - though location - 2 is always a good option , with excellent local schools and wonderful shopping	what do you think of the price of location - 1 ?	None
2992	frankly i ' m not a fan of location - 1 - though location - 2 is always a good option , with excellent local schools and wonderful shopping	what do you think of the safety of location - 1 ?	None
2992	frankly i ' m not a fan of location - 1 - though location - 2 is always a good option , with excellent local schools and wonderful shopping	what do you think of the transit location of location - 1 ?	None
2993	just stay away from location - 1/location - 2 lane	what do you think of the general of location - 1 ?	Negative
2993	just stay away from location - 1/location - 2 lane	what do you think of the price of location - 1 ?	None
2993	just stay away from location - 1/location - 2 lane	what do you think of the safety of location - 1 ?	None
2993	just stay away from location - 1/location - 2 lane	what do you think of the transit location of location - 1 ?	None
2994	location - 1 is a good area and so are many parts of location - 2 too	what do you think of the general of location - 1 ?	Positive
2994	location - 1 is a good area and so are many parts of location - 2 too	what do you think of the price of location - 1 ?	None
2994	location - 1 is a good area and so are many parts of location - 2 too	what do you think of the safety of location - 1 ?	None
2994	location - 1 is a good area and so are many parts of location - 2 too	what do you think of the transit location of location - 1 ?	None
2995	even then avoid location - 1 , location - 2	what do you think of the general of location - 1 ?	Negative
2995	even then avoid location - 1 , location - 2	what do you think of the price of location - 1 ?	None
2995	even then avoid location - 1 , location - 2	what do you think of the safety of location - 1 ?	None
2995	even then avoid location - 1 , location - 2	what do you think of the transit location of location - 1 ?	None
2996	location - 2 and location - 1 are the best by far	what do you think of the general of location - 1 ?	Positive
2996	location - 2 and location - 1 are the best by far	what do you think of the price of location - 1 ?	None
